,returns,portfolio_value,return_0,cum_return,close,instrument,date
2017-9-25,0.088780224,16886720.44,0.088780224,15.88672044,16886720.44,fanyifan_strategy,2017-9-25
2017-9-26,-0.009823142,16720839.79,-0.009823142,15.72083979,16720839.79,fanyifan_strategy,2017-9-26
2017-9-27,0.079879433,18056490.99,0.079879433,17.05649099,18056490.99,fanyifan_strategy,2017-9-27
2017-9-28,-0.003860584,17986782.39,-0.003860584,16.98678239,17986782.39,fanyifan_strategy,2017-9-28
2017-9-29,-0.004162623,17911910.19,-0.004162623,16.91191019,17911910.19,fanyifan_strategy,2017-9-29
2017-10-9,0.141640326,20448958.99,0.141640326,19.44895899,20448958.99,fanyifan_strategy,2017-10-9
2017-10-10,0.008122457,20615054.79,0.008122457,19.61505479,20615054.79,fanyifan_strategy,2017-10-10
2017-10-11,0.005061726,20719402.54,0.005061726,19.71940254,20719402.54,fanyifan_strategy,2017-10-11
2017-10-12,0.106342408,22922753.69,0.106342408,21.92275369,22922753.69,fanyifan_strategy,2017-10-12
2017-10-13,0.059572121,24288310.74,0.059572121,23.28831074,24288310.74,fanyifan_strategy,2017-10-13
2017-10-16,0.012481162,24591457.09,0.012481162,23.59145709,24591457.09,fanyifan_strategy,2017-10-16
2017-10-17,-0.027996714,23902977.09,-0.027996714,22.90297709,23902977.09,fanyifan_strategy,2017-10-17
2017-10-18,0.005013541,24022815.64,0.005013541,23.02281564,24022815.64,fanyifan_strategy,2017-10-18
2017-10-19,0.022667811,24567360.29,0.022667811,23.56736029,24567360.29,fanyifan_strategy,2017-10-19
2017-10-20,0.051625785,25835669.54,0.051625785,24.83566954,25835669.54,fanyifan_strategy,2017-10-20
2017-10-23,-0.020644205,25302312.69,-0.020644205,24.30231269,25302312.69,fanyifan_strategy,2017-10-23
2017-10-24,-0.065925118,23634254.74,-0.065925118,22.63425474,23634254.74,fanyifan_strategy,2017-10-24
2017-10-25,0.031397324,24376307.09,0.031397324,23.37630709,24376307.09,fanyifan_strategy,2017-10-25
2017-10-26,0.037281841,25285100.69,0.037281841,24.28510069,25285100.69,fanyifan_strategy,2017-10-26
2017-10-27,-0.017766716,24835867.49,-0.017766716,23.83586749,24835867.49,fanyifan_strategy,2017-10-27
2017-10-30,0.055918854,26224660.74,0.055918854,25.22466074,26224660.74,fanyifan_strategy,2017-10-30
2017-10-31,0.04792841,27481567.04,0.04792841,26.48156704,27481567.04,fanyifan_strategy,2017-10-31
2017-11-1,0.042659589,28653919.39,0.042659589,27.65391939,28653919.39,fanyifan_strategy,2017-11-1
2017-11-2,0.049646674,30076491.19,0.049646674,29.07649119,30076491.19,fanyifan_strategy,2017-11-2
2017-11-3,0.036854459,31184943.99,0.036854459,30.18494399,31184943.99,fanyifan_strategy,2017-11-3
2017-11-6,0,31184943.99,0,30.18494399,31184943.99,fanyifan_strategy,2017-11-6
2017-11-7,-0.040229017,29930404.34,-0.040229017,28.93040434,29930404.34,fanyifan_strategy,2017-11-7
2017-11-8,0.021040279,30560148.39,0.021040279,29.56014839,30560148.39,fanyifan_strategy,2017-11-8
2017-11-9,0.048697164,32048340.94,0.048697164,31.04834094,32048340.94,fanyifan_strategy,2017-11-9
2017-11-10,-0.04315978,30665141.59,-0.04315978,29.66514159,30665141.59,fanyifan_strategy,2017-11-10
2017-11-13,-0.183415142,25040690.29,-0.183415142,24.04069029,25040690.29,fanyifan_strategy,2017-11-13
2017-11-14,0.113105293,27872924.89,0.113105293,26.87292489,27872924.89,fanyifan_strategy,2017-11-14
2017-11-15,0.017352223,28356582.09,0.017352223,27.35658209,28356582.09,fanyifan_strategy,2017-11-15
2017-11-16,0.103058346,31278964.54,0.103058346,30.27896454,31278964.54,fanyifan_strategy,2017-11-16
2017-11-17,0.082155904,33848716.14,0.082155904,32.84871614,33848716.14,fanyifan_strategy,2017-11-17
2017-11-20,0.023537095,34645416.59,0.023537095,33.64541659,34645416.59,fanyifan_strategy,2017-11-20
2017-11-21,0.024579404,35496980.29,0.024579404,34.49698029,35496980.29,fanyifan_strategy,2017-11-21
2017-11-22,-0.020425836,34771924.79,-0.020425836,33.77192479,34771924.79,fanyifan_strategy,2017-11-22
2017-11-23,0.01846339,35413932.39,0.01846339,34.41393239,35413932.39,fanyifan_strategy,2017-11-23
2017-11-24,-0.030194204,34344636.89,-0.030194204,33.34463689,34344636.89,fanyifan_strategy,2017-11-24
2017-11-27,0.165450189,40026963.54,0.165450189,39.02696354,40026963.54,fanyifan_strategy,2017-11-27
2017-11-28,0.045408393,41844523.63,0.045408393,40.84452363,41844523.63,fanyifan_strategy,2017-11-28
2017-11-29,0.016345521,42528494.16,0.016345521,41.52849416,42528494.16,fanyifan_strategy,2017-11-29
2017-11-30,-0.01102739,42059515.87,-0.01102739,41.05951587,42059515.87,fanyifan_strategy,2017-11-30
2017-12-1,0.011744442,42553481.41,0.011744442,41.55348141,42553481.41,fanyifan_strategy,2017-12-1
2017-12-4,0.106460857,47083761.52,0.106460857,46.08376152,47083761.52,fanyifan_strategy,2017-12-4
2017-12-5,0.031851812,48583464.62,0.031851812,47.58346462,48583464.62,fanyifan_strategy,2017-12-5
2017-12-6,-0.00059683,48554468.53,-0.00059683,47.55446853,48554468.53,fanyifan_strategy,2017-12-6
2017-12-7,0.122598706,54507183.53,0.122598706,53.50718353,54507183.53,fanyifan_strategy,2017-12-7
2017-12-8,0.167329905,63627865.35,0.167329905,62.62786535,63627865.35,fanyifan_strategy,2017-12-8
2017-12-11,-0.073462893,58953578.27,-0.073462893,57.95357827,58953578.27,fanyifan_strategy,2017-12-11
2017-12-12,0.081096195,63734489.14,0.081096195,62.73448914,63734489.14,fanyifan_strategy,2017-12-12
2017-12-13,0,63734489.14,0,62.73448914,63734489.14,fanyifan_strategy,2017-12-13
2017-12-14,-0.022554005,62297021.14,-0.022554005,61.29702114,62297021.14,fanyifan_strategy,2017-12-14
2017-12-15,0.008309444,62814674.73,0.008309444,61.81467473,62814674.73,fanyifan_strategy,2017-12-15
2017-12-18,0.095090221,68787736.05,0.095090221,67.78773605,68787736.05,fanyifan_strategy,2017-12-18
2017-12-19,-0.001409043,68690811.17,-0.001409043,67.69081117,68690811.17,fanyifan_strategy,2017-12-19
2017-12-20,-0.046582583,65491015.77,-0.046582583,64.49101577,65491015.77,fanyifan_strategy,2017-12-20
2017-12-21,-0.026451949,63758650.75,-0.026451949,62.75865075,63758650.75,fanyifan_strategy,2017-12-21
2017-12-22,-0.021043901,62416920,-0.021043901,61.41692,62416920,fanyifan_strategy,2017-12-22
2017-12-25,-0.053869513,59054550.89,-0.053869513,58.05455089,59054550.89,fanyifan_strategy,2017-12-25
2017-12-26,0.002805796,59220245.94,0.002805796,58.22024594,59220245.94,fanyifan_strategy,2017-12-26
2017-12-27,0.042566601,61741050.52,0.042566601,60.74105052,61741050.52,fanyifan_strategy,2017-12-27
2017-12-28,-0.005367225,61409672.4,-0.005367225,60.4096724,61409672.4,fanyifan_strategy,2017-12-28
2017-12-29,-0.015618347,60450554.83,-0.015618347,59.45055483,60450554.83,fanyifan_strategy,2017-12-29
2018-1-2,-0.011870635,59732968.33,-0.011870635,58.73296833,59732968.33,fanyifan_strategy,2018-1-2
2018-1-3,0.012920083,60504723.23,0.012920083,59.50472323,60504723.23,fanyifan_strategy,2018-1-3
2018-1-4,0.002718524,60669206.8,0.002718524,59.6692068,60669206.8,fanyifan_strategy,2018-1-4
2018-1-5,-3.20E-05,60667267.3,-3.20E-05,59.6672673,60667267.3,fanyifan_strategy,2018-1-5
2018-1-8,0.001221572,60741376.72,0.001221572,59.74137672,60741376.72,fanyifan_strategy,2018-1-8
2018-1-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-9
2018-1-10,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-10
2018-1-11,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-11
2018-1-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-12
2018-1-15,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-15
2018-1-16,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-16
2018-1-17,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-17
2018-1-18,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-18
2018-1-19,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-19
2018-1-22,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-22
2018-1-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-23
2018-1-24,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-24
2018-1-25,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-25
2018-1-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-26
2018-1-29,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-29
2018-1-30,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-30
2018-1-31,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-1-31
2018-2-1,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-1
2018-2-2,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-2
2018-2-5,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-5
2018-2-6,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-6
2018-2-7,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-7
2018-2-8,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-8
2018-2-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-9
2018-2-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-12
2018-2-13,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-13
2018-2-14,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-14
2018-2-22,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-22
2018-2-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-23
2018-2-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-26
2018-2-27,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-27
2018-2-28,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-2-28
2018-3-1,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-1
2018-3-2,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-2
2018-3-5,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-5
2018-3-6,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-6
2018-3-7,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-7
2018-3-8,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-8
2018-3-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-9
2018-3-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-12
2018-3-13,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-13
2018-3-14,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-14
2018-3-15,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-15
2018-3-16,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-16
2018-3-19,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-19
2018-3-20,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-20
2018-3-21,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-21
2018-3-22,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-22
2018-3-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-23
2018-3-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-26
2018-3-27,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-27
2018-3-28,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-28
2018-3-29,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-29
2018-3-30,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-3-30
2018-4-2,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-2
2018-4-3,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-3
2018-4-4,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-4
2018-4-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-9
2018-4-10,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-10
2018-4-11,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-11
2018-4-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-12
2018-4-13,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-13
2018-4-16,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-16
2018-4-17,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-17
2018-4-18,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-18
2018-4-19,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-19
2018-4-20,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-20
2018-4-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-23
2018-4-24,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-24
2018-4-25,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-25
2018-4-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-26
2018-4-27,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-4-27
2018-5-2,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-2
2018-5-3,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-3
2018-5-4,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-4
2018-5-7,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-7
2018-5-8,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-8
2018-5-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-9
2018-5-10,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-10
2018-5-11,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-11
2018-5-14,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-14
2018-5-15,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-15
2018-5-16,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-16
2018-5-17,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-17
2018-5-18,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-18
2018-5-21,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-21
2018-5-22,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-22
2018-5-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-23
2018-5-24,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-24
2018-5-25,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-25
2018-5-28,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-28
2018-5-29,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-29
2018-5-30,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-30
2018-5-31,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-5-31
2018-6-1,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-1
2018-6-4,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-4
2018-6-5,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-5
2018-6-6,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-6
2018-6-7,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-7
2018-6-8,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-8
2018-6-11,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-11
2018-6-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-12
2018-6-13,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-13
2018-6-14,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-14
2018-6-15,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-15
2018-6-19,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-19
2018-6-20,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-20
2018-6-21,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-21
2018-6-22,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-22
2018-6-25,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-25
2018-6-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-26
2018-6-27,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-27
2018-6-28,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-28
2018-6-29,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-6-29
2018-7-2,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-2
2018-7-3,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-3
2018-7-4,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-4
2018-7-5,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-5
2018-7-6,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-6
2018-7-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-9
2018-7-10,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-10
2018-7-11,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-11
2018-7-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-12
2018-7-13,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-13
2018-7-16,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-16
2018-7-17,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-17
2018-7-18,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-18
2018-7-19,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-19
2018-7-20,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-20
2018-7-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-23
2018-7-24,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-24
2018-7-25,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-25
2018-7-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-26
2018-7-27,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-27
2018-7-30,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-30
2018-7-31,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-7-31
2018-8-1,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-1
2018-8-2,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-2
2018-8-3,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-3
2018-8-6,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-6
2018-8-7,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-7
2018-8-8,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-8
2018-8-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-9
2018-8-10,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-10
2018-8-13,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-13
2018-8-14,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-14
2018-8-15,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-15
2018-8-16,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-16
2018-8-17,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-17
2018-8-20,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-20
2018-8-21,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-21
2018-8-22,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-22
2018-8-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-23
2018-8-24,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-24
2018-8-27,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-27
2018-8-28,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-28
2018-8-29,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-29
2018-8-30,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-30
2018-8-31,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-8-31
2018-9-3,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-3
2018-9-4,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-4
2018-9-5,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-5
2018-9-6,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-6
2018-9-7,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-7
2018-9-10,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-10
2018-9-11,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-11
2018-9-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-12
2018-9-13,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-13
2018-9-14,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-14
2018-9-17,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-17
2018-9-18,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-18
2018-9-19,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-19
2018-9-20,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-20
2018-9-21,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-21
2018-9-25,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-25
2018-9-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-26
2018-9-27,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-27
2018-9-28,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-9-28
2018-10-8,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-8
2018-10-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-9
2018-10-10,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-10
2018-10-11,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-11
2018-10-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-12
2018-10-15,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-15
2018-10-16,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-16
2018-10-17,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-17
2018-10-18,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-18
2018-10-19,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-19
2018-10-22,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-22
2018-10-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-23
2018-10-24,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-24
2018-10-25,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-25
2018-10-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-26
2018-10-29,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-29
2018-10-30,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-30
2018-10-31,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-10-31
2018-11-1,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-1
2018-11-2,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-2
2018-11-5,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-5
2018-11-6,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-6
2018-11-7,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-7
2018-11-8,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-8
2018-11-9,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-9
2018-11-12,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-12
2018-11-13,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-13
2018-11-14,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-14
2018-11-15,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-15
2018-11-16,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-16
2018-11-19,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-19
2018-11-20,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-20
2018-11-21,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-21
2018-11-22,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-22
2018-11-23,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-23
2018-11-26,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-26
2018-11-27,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-27
2018-11-28,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-28
2018-11-29,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-29
2018-11-30,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-11-30
2018-12-3,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-12-3
2018-12-4,0,60741376.72,0,59.74137672,60741376.72,fanyifan_strategy,2018-12-4
